sku,warehouse,on_hand,uom,damaged_qty,last_counted
MSD-2240,WH3,965,EA,0,2026-09-03T06:15:00Z
MSD-2238,WH1,404,EA,0,2026-08-11T06:15:00Z
MSD-2248,WH1,1387,EA,0,2026-08-18T06:15:00Z
MSD-2074,WH1,704,EA,0,2026-09-01T06:15:00Z
MSD-2014,WH1,288,EA,0,2026-09-05T06:15:00Z
MSD-2070,WH2,502,EA,0,2026-08-28T06:15:00Z
MSD-2108,WH1,234,EA,0,2026-08-19T06:15:00Z
MSD-2048,WH1,375,EA,0,2026-08-09T06:15:00Z
MSD-2074,WH2,1150,EA,0,2026-08-19T06:15:00Z
MSD-2097,WH3,963,EA,0,2026-08-01T06:15:00Z
MSD-2081,WH2,526,EA,7,2026-08-20T06:15:00Z
MSD-2127,WH1,1124,EA,0,2026-08-03T06:15:00Z
MSD-2132,wh-1,1159,EA,7,2026-09-02T06:15:00Z
MSD-2051,WH2,216,EA,12,2026-08-20T06:15:00Z
MSD-3303,WH1,4,PALLET,0,2026-09-04T06:15:00Z
MSD-2095,WH2,258,EA,0,2026-08-08T06:15:00Z
MSD-2105,WH1,820,EA,0,2026-08-10T06:15:00Z
MSD-2059,W2,504,EA,0,2026-08-26T06:15:00Z
MSD-2054,WH3,1037,EA,0,2026-08-27T06:15:00Z
MSD-2165,WH2,604,EA,0,2026-08-09T06:15:00Z
MSD-2166,WH3,1381,EA,0,2026-08-08T06:15:00Z
MSD-2088,WH3,1042,EA,0,2026-08-02T06:15:00Z
MSD-2142,WH1,927,EA,3,2026-08-04T06:15:00Z
MSD-2070,WH3,712,EA,0,2026-08-13T06:15:00Z
MSD-2148,WH1,772,EA,0,2026-07-31T06:15:00Z
MSD-2045,WH3,1232,EA,0,2026-08-31T06:15:00Z
MSD-2068,WH3,879,EA,0,2026-08-24T06:15:00Z
MSD-2184,WH2,62,EA,0,2026-08-20T06:15:00Z
MSD-2150,WH3,469,EA,0,2026-08-09T06:15:00Z
MSD-2048,WH2,263,EA,0,2026-08-29T06:15:00Z
MSD-2149,WH1,731,EA,0,2026-08-02T06:15:00Z
MSD-2157,WH2,315,EA,0,2026-08-27T06:15:00Z
MSD-2034,WH2,214,EA,0,2026-08-14T06:15:00Z
MSD-2215,WH3,1211,EA,0,2026-08-04T06:15:00Z
MSD-2104,WH1,1156,EA,0,2026-08-31T06:15:00Z
MSD-2225,WH2,486,EA,0,2026-08-30T06:15:00Z
MSD-2099,WH3,985,EA,0,2026-07-31T06:15:00Z
MSD-2147,WH3,358,EA,0,2026-08-26T06:15:00Z
MSD-2216,WH2,1194,EA,0,2026-08-02T06:15:00Z
