sku,location,date,opening_on_hand,receipts,shipments,adjustments,closing_on_hand
MSD-2074,WH1,2026-04-01,557,0,0,0,557
MSD-2074,WH1,2026-04-02,557,0,0,0,557
MSD-2074,WH1,2026-04-03,557,0,0,0,557
MSD-2074,WH1,2026-04-04,557,0,0,0,557
MSD-2074,WH1,2026-04-05,557,0,0,0,557
MSD-2074,WH1,2026-04-06,557,0,0,0,557
MSD-2074,WH1,2026-04-07,557,0,0,0,557
MSD-2074,WH1,2026-04-08,557,0,1,0,556
MSD-2074,WH1,2026-04-09,556,0,0,0,556
MSD-2074,WH1,2026-04-10,556,0,0,0,556
MSD-2074,WH1,2026-04-11,556,0,0,0,556
MSD-2074,WH1,2026-04-12,556,50,0,0,606
MSD-2074,WH1,2026-04-13,606,0,1,0,605
MSD-2074,WH1,2026-04-14,605,0,0,0,605
MSD-2074,WH1,2026-04-15,605,0,0,0,605
MSD-2074,WH1,2026-04-16,605,0,0,0,605
MSD-2074,WH1,2026-04-17,605,0,0,0,605
MSD-2074,WH1,2026-04-18,605,0,0,0,605
MSD-2074,WH1,2026-04-19,605,0,0,0,605
MSD-2074,WH1,2026-04-20,605,0,0,0,605
MSD-2074,WH1,2026-04-21,605,0,0,0,605
MSD-2074,WH1,2026-04-22,605,0,0,0,605
MSD-2074,WH1,2026-04-23,605,50,1,0,654
MSD-2074,WH1,2026-04-24,654,0,0,0,654
MSD-2074,WH1,2026-04-25,654,0,0,0,654
MSD-2074,WH1,2026-04-26,654,0,0,0,654
MSD-2074,WH1,2026-04-27,654,50,2,0,702
MSD-2074,WH1,2026-04-28,702,0,0,0,702
MSD-2074,WH1,2026-04-29,702,0,0,0,702
MSD-2074,WH1,2026-04-30,702,0,0,0,702
MSD-2074,WH1,2026-05-01,702,0,0,0,702
MSD-2074,WH1,2026-05-02,702,0,0,0,702
MSD-2074,WH1,2026-05-03,702,0,0,0,702
MSD-2074,WH1,2026-05-04,702,0,1,0,701
MSD-2074,WH1,2026-05-05,701,0,0,0,701
MSD-2074,WH1,2026-05-06,701,0,2,0,699
MSD-2074,WH1,2026-05-07,699,0,1,0,698
MSD-2074,WH1,2026-05-08,698,0,0,0,698
MSD-2074,WH1,2026-05-09,698,0,0,0,698
MSD-2074,WH1,2026-05-10,698,0,0,0,698
MSD-2074,WH1,2026-05-11,698,0,1,0,697
MSD-2074,WH1,2026-05-12,697,0,0,0,697
MSD-2074,WH1,2026-05-13,697,0,0,0,697
MSD-2074,WH1,2026-05-14,697,0,0,0,697
MSD-2074,WH1,2026-05-15,697,0,0,0,697
MSD-2074,WH1,2026-05-16,697,0,0,0,697
MSD-2074,WH1,2026-05-17,697,0,0,0,697
MSD-2074,WH1,2026-05-18,697,0,1,0,696
MSD-2074,WH1,2026-05-19,696,0,0,0,696
MSD-2074,WH1,2026-05-20,696,0,0,0,696
MSD-2074,WH1,2026-05-21,696,0,1,0,695
MSD-2074,WH1,2026-05-22,695,0,3,0,692
MSD-2074,WH1,2026-05-23,692,0,0,0,692
MSD-2074,WH1,2026-05-24,692,0,0,0,692
MSD-2074,WH1,2026-05-25,692,0,0,0,692
MSD-2074,WH1,2026-05-26,692,0,0,0,692
MSD-2074,WH1,2026-05-27,692,200,0,0,892
MSD-2074,WH1,2026-05-28,892,0,1,0,891
MSD-2074,WH1,2026-05-29,891,0,0,0,891
MSD-2074,WH1,2026-05-30,891,0,0,0,891
MSD-2074,WH1,2026-05-31,891,0,0,0,891
MSD-2074,WH1,2026-06-01,891,0,1,0,890
MSD-2074,WH1,2026-06-02,890,0,0,0,890
MSD-2074,WH1,2026-06-03,890,0,2,0,888
MSD-2074,WH1,2026-06-04,888,0,1,0,887
MSD-2074,WH1,2026-06-05,887,0,0,0,887
MSD-2074,WH1,2026-06-06,887,0,0,0,887
MSD-2074,WH1,2026-06-07,887,0,0,0,887
MSD-2074,WH1,2026-06-08,887,0,0,0,887
MSD-2074,WH1,2026-06-09,887,0,0,0,887
MSD-2074,WH1,2026-06-10,887,0,3,0,884
MSD-2074,WH1,2026-06-11,884,0,0,0,884
MSD-2074,WH1,2026-06-12,884,0,2,0,882
MSD-2074,WH1,2026-06-13,882,0,0,0,882
MSD-2074,WH1,2026-06-14,882,0,0,0,882
MSD-2074,WH1,2026-06-15,882,0,0,0,882
MSD-2074,WH1,2026-06-16,882,0,1,0,881
MSD-2074,WH1,2026-06-17,881,0,1,0,880
MSD-2074,WH1,2026-06-18,880,0,0,0,880
MSD-2074,WH1,2026-06-19,880,0,1,0,879
MSD-2074,WH1,2026-06-20,879,0,0,0,879
MSD-2074,WH1,2026-06-21,879,0,0,0,879
MSD-2074,WH1,2026-06-22,879,0,0,0,879
MSD-2074,WH1,2026-06-23,879,0,0,0,879
MSD-2074,WH1,2026-06-24,879,0,2,0,877
MSD-2074,WH1,2026-06-25,877,0,0,0,877
MSD-2074,WH1,2026-06-26,877,0,0,5,882
MSD-2074,WH1,2026-06-27,882,0,0,0,882
MSD-2074,WH1,2026-06-28,882,0,0,0,882
MSD-2074,WH1,2026-06-29,882,0,0,0,882
MSD-2074,WH1,2026-06-30,882,0,1,0,881
MSD-2074,WH1,2026-07-01,881,0,0,0,881
MSD-2074,WH1,2026-07-02,881,0,1,0,880
MSD-2074,WH1,2026-07-03,880,0,0,0,880
MSD-2074,WH1,2026-07-04,880,0,0,0,880
MSD-2074,WH1,2026-07-05,880,0,0,0,880
MSD-2074,WH1,2026-07-06,880,0,0,0,880
MSD-2074,WH1,2026-07-07,880,0,0,0,880
MSD-2074,WH1,2026-07-08,880,0,0,0,880
MSD-2074,WH1,2026-07-09,880,0,0,0,880
MSD-2074,WH1,2026-07-10,880,0,0,0,880
MSD-2074,WH1,2026-07-11,880,0,0,0,880
MSD-2074,WH1,2026-07-12,880,0,0,0,880
MSD-2074,WH1,2026-07-13,880,100,4,0,976
MSD-2074,WH1,2026-07-14,976,0,2,0,974
MSD-2074,WH1,2026-07-15,974,0,0,0,974
MSD-2074,WH1,2026-07-16,974,0,0,0,974
MSD-2074,WH1,2026-07-17,974,0,0,0,974
MSD-2074,WH1,2026-07-18,974,0,0,0,974
MSD-2074,WH1,2026-07-19,974,100,0,0,1074
MSD-2074,WH1,2026-07-20,1074,0,0,0,1074
MSD-2074,WH1,2026-07-21,1074,0,1,0,1073
MSD-2074,WH1,2026-07-22,1073,50,0,0,1123
MSD-2074,WH1,2026-07-23,1123,100,0,0,1223
MSD-2074,WH1,2026-07-24,1223,0,0,0,1223
MSD-2074,WH1,2026-07-25,1223,0,0,0,1223
MSD-2074,WH1,2026-07-26,1223,0,0,0,1223
MSD-2074,WH1,2026-07-27,1223,0,2,0,1221
MSD-2074,WH1,2026-07-28,1221,0,0,0,1221
MSD-2074,WH1,2026-07-29,1221,0,0,0,1221
MSD-2074,WH1,2026-07-30,1221,0,2,0,1219
MSD-2074,WH1,2026-07-31,1219,0,2,0,1217
MSD-2074,WH1,2026-08-01,1217,0,0,0,1217
MSD-2074,WH1,2026-08-02,1217,0,0,0,1217
MSD-2074,WH1,2026-08-03,1217,0,0,0,1217
MSD-2074,WH1,2026-08-04,1217,0,1,0,1216
MSD-2074,WH1,2026-08-05,1216,0,0,0,1216
MSD-2074,WH1,2026-08-06,1216,0,1,0,1215
MSD-2074,WH1,2026-08-07,1215,100,0,0,1315
MSD-2074,WH1,2026-08-08,1315,0,0,0,1315
MSD-2074,WH1,2026-08-09,1315,0,0,0,1315
MSD-2074,WH1,2026-08-10,1315,0,0,0,1315
MSD-2074,WH1,2026-08-11,1315,0,2,0,1313
MSD-2074,WH1,2026-08-12,1313,0,0,-2,1311
MSD-2074,WH1,2026-08-13,1311,0,0,0,1311
MSD-2074,WH1,2026-08-14,1311,0,3,0,1308
MSD-2074,WH1,2026-08-15,1308,0,0,0,1308
MSD-2074,WH1,2026-08-16,1308,0,0,0,1308
MSD-2074,WH1,2026-08-17,1308,0,0,0,1308
MSD-2074,WH1,2026-08-18,1308,0,1,0,1307
MSD-2074,WH1,2026-08-19,1307,0,0,0,1307
MSD-2074,WH1,2026-08-20,1307,0,0,0,1307
MSD-2074,WH1,2026-08-21,1307,0,1,0,1306
MSD-2074,WH1,2026-08-22,1306,0,0,0,1306
MSD-2074,WH1,2026-08-23,1306,50,0,0,1356
MSD-2074,WH1,2026-08-24,1356,0,0,0,1356
MSD-2074,WH1,2026-08-25,1356,0,0,0,1356
MSD-2074,WH1,2026-08-26,1356,0,2,0,1354
MSD-2074,WH1,2026-08-27,1354,0,2,0,1352
MSD-2074,WH1,2026-08-28,1352,0,0,0,1352
MSD-2074,WH1,2026-08-29,1352,200,0,0,1552
MSD-2074,WH1,2026-08-30,1552,0,0,0,1552
MSD-2074,WH1,2026-08-31,1552,0,0,0,1552
MSD-2074,WH1,2026-09-01,1552,100,3,0,1649
MSD-2074,WH1,2026-09-02,1649,0,0,0,1649
MSD-2074,WH1,2026-09-03,1649,0,0,0,1649
MSD-2074,WH1,2026-09-04,1649,0,4,0,1645
MSD-2074,WH1,2026-09-05,1645,0,0,0,1645
MSD-2074,WH1,2026-09-06,1645,0,0,0,1645
MSD-2074,WH1,2026-09-07,1645,0,0,0,1645
MSD-2074,WH1,2026-09-08,1645,0,1,0,1644
MSD-2075,WH2,2026-03-13,465,0,0,0,465
MSD-2075,WH2,2026-03-14,465,0,0,0,465
MSD-2075,WH2,2026-03-15,465,0,0,0,465
MSD-2075,WH2,2026-03-16,465,0,0,0,465
MSD-2075,WH2,2026-03-17,465,0,0,0,465
MSD-2075,WH2,2026-03-18,465,0,0,0,465
MSD-2075,WH2,2026-03-19,465,0,0,0,465
MSD-2075,WH2,2026-03-20,465,0,0,0,465
MSD-2075,WH2,2026-03-21,465,0,0,0,465
MSD-2075,WH2,2026-03-22,465,0,0,0,465
MSD-2075,WH2,2026-03-23,465,0,11,0,454
MSD-2075,WH2,2026-03-24,454,0,9,0,445
MSD-2075,WH2,2026-03-25,445,50,0,0,495
MSD-2075,WH2,2026-03-26,495,0,0,0,495
MSD-2075,WH2,2026-03-27,495,0,0,0,495
MSD-2075,WH2,2026-03-28,495,0,0,0,495
MSD-2075,WH2,2026-03-29,495,0,0,0,495
MSD-2075,WH2,2026-03-30,495,0,0,0,495
MSD-2075,WH2,2026-03-31,495,0,0,0,495
MSD-2075,WH2,2026-04-01,495,0,10,0,485
MSD-2075,WH2,2026-04-02,485,0,7,0,478
MSD-2075,WH2,2026-04-03,478,0,4,0,474
MSD-2075,WH2,2026-04-04,474,0,0,0,474
MSD-2075,WH2,2026-04-05,474,0,0,0,474
MSD-2075,WH2,2026-04-06,474,0,7,0,467
MSD-2075,WH2,2026-04-07,467,0,0,0,467
MSD-2075,WH2,2026-04-08,467,0,0,0,467
MSD-2075,WH2,2026-04-09,467,0,0,0,467
MSD-2075,WH2,2026-04-10,467,200,0,0,667
MSD-2075,WH2,2026-04-11,667,0,0,0,667
MSD-2075,WH2,2026-04-12,667,0,0,0,667
MSD-2075,WH2,2026-04-13,667,0,0,0,667
MSD-2075,WH2,2026-04-14,667,0,0,0,667
MSD-2075,WH2,2026-04-15,667,0,0,0,667
MSD-2075,WH2,2026-04-16,667,50,5,0,712
MSD-2075,WH2,2026-04-17,712,0,5,0,707
MSD-2075,WH2,2026-04-18,707,0,0,0,707
MSD-2075,WH2,2026-04-19,707,0,0,0,707
MSD-2075,WH2,2026-04-20,707,0,5,0,702
MSD-2075,WH2,2026-04-21,702,0,0,0,702
MSD-2075,WH2,2026-04-22,702,0,0,0,702
MSD-2075,WH2,2026-04-23,702,0,0,0,702
MSD-2075,WH2,2026-04-24,702,0,4,0,698
MSD-2075,WH2,2026-04-25,698,0,0,0,698
MSD-2075,WH2,2026-04-26,698,0,0,0,698
MSD-2075,WH2,2026-04-27,698,0,2,0,696
MSD-2075,WH2,2026-04-28,696,0,0,0,696
MSD-2075,WH2,2026-04-29,696,0,3,0,693
MSD-2075,WH2,2026-04-30,693,200,6,0,887
MSD-2075,WH2,2026-05-01,887,0,0,0,887
MSD-2075,WH2,2026-05-02,887,0,0,0,887
MSD-2075,WH2,2026-05-03,887,0,0,0,887
MSD-2075,WH2,2026-05-04,887,0,3,0,884
MSD-2075,WH2,2026-05-05,884,0,0,0,884
MSD-2075,WH2,2026-05-06,884,0,0,0,884
MSD-2075,WH2,2026-05-07,884,0,0,0,884
MSD-2075,WH2,2026-05-08,884,0,6,0,878
MSD-2075,WH2,2026-05-09,878,0,0,0,878
MSD-2075,WH2,2026-05-10,878,0,0,0,878
MSD-2075,WH2,2026-05-11,878,0,0,0,878
MSD-2075,WH2,2026-05-12,878,0,0,0,878
MSD-2075,WH2,2026-05-13,878,0,8,0,870
MSD-2075,WH2,2026-05-14,870,0,0,0,870
MSD-2075,WH2,2026-05-15,870,0,0,0,870
MSD-2075,WH2,2026-05-16,870,0,0,0,870
MSD-2075,WH2,2026-05-17,870,0,0,0,870
MSD-2075,WH2,2026-05-18,870,0,0,0,870
MSD-2075,WH2,2026-05-19,870,0,0,0,870
MSD-2075,WH2,2026-05-20,870,0,0,0,870
MSD-2075,WH2,2026-05-21,870,0,10,0,860
MSD-2075,WH2,2026-05-22,860,200,0,0,1060
MSD-2075,WH2,2026-05-23,1060,0,0,0,1060
MSD-2075,WH2,2026-05-24,1060,0,0,0,1060
MSD-2075,WH2,2026-05-25,1060,0,8,0,1052
MSD-2075,WH2,2026-05-26,1052,0,0,0,1052
MSD-2075,WH2,2026-05-27,1052,0,2,0,1050
MSD-2075,WH2,2026-05-28,1050,0,0,0,1050
MSD-2075,WH2,2026-05-29,1050,0,7,0,1043
MSD-2075,WH2,2026-05-30,1043,0,0,0,1043
MSD-2075,WH2,2026-05-31,1043,0,0,0,1043
MSD-2075,WH2,2026-06-01,1043,0,13,3,1033
MSD-2075,WH2,2026-06-02,1033,0,0,0,1033
MSD-2075,WH2,2026-06-03,1033,0,12,0,1021
MSD-2075,WH2,2026-06-04,1021,0,0,0,1021
MSD-2075,WH2,2026-06-05,1021,0,3,0,1018
MSD-2075,WH2,2026-06-06,1018,0,0,0,1018
MSD-2075,WH2,2026-06-07,1018,0,0,0,1018
MSD-2075,WH2,2026-06-08,1018,0,4,0,1014
MSD-2075,WH2,2026-06-09,1014,0,4,0,1010
MSD-2075,WH2,2026-06-10,1010,0,10,0,1000
MSD-2075,WH2,2026-06-11,1000,0,0,0,1000
MSD-2075,WH2,2026-06-12,1000,0,0,0,1000
MSD-2075,WH2,2026-06-13,1000,0,0,0,1000
MSD-2075,WH2,2026-06-14,1000,0,0,0,1000
MSD-2075,WH2,2026-06-15,1000,0,0,0,1000
MSD-2075,WH2,2026-06-16,1000,0,0,0,1000
MSD-2075,WH2,2026-06-17,1000,0,4,0,996
MSD-2075,WH2,2026-06-18,996,0,8,0,988
MSD-2075,WH2,2026-06-19,988,0,5,0,983
MSD-2075,WH2,2026-06-20,983,0,0,0,983
MSD-2075,WH2,2026-06-21,983,0,0,0,983
MSD-2075,WH2,2026-06-22,983,0,0,0,983
MSD-2075,WH2,2026-06-23,983,0,0,0,983
MSD-2075,WH2,2026-06-24,983,0,0,0,983
MSD-2075,WH2,2026-06-25,983,0,13,0,970
MSD-2075,WH2,2026-06-26,970,0,0,0,970
MSD-2075,WH2,2026-06-27,970,0,0,0,970
MSD-2075,WH2,2026-06-28,970,0,0,0,970
MSD-2075,WH2,2026-06-29,970,0,0,0,970
MSD-2075,WH2,2026-06-30,970,0,7,0,963
MSD-2075,WH2,2026-07-01,963,0,0,0,963
MSD-2075,WH2,2026-07-02,963,0,0,0,963
MSD-2075,WH2,2026-07-03,963,0,0,0,963
MSD-2075,WH2,2026-07-04,963,200,0,0,1163
MSD-2075,WH2,2026-07-05,1163,0,0,0,1163
MSD-2075,WH2,2026-07-06,1163,0,0,0,1163
MSD-2075,WH2,2026-07-07,1163,0,9,0,1154
MSD-2075,WH2,2026-07-08,1154,0,8,0,1146
MSD-2075,WH2,2026-07-09,1146,0,0,0,1146
MSD-2075,WH2,2026-07-10,1146,200,4,0,1342
MSD-2075,WH2,2026-07-11,1342,0,0,0,1342
MSD-2075,WH2,2026-07-12,1342,0,0,0,1342
MSD-2075,WH2,2026-07-13,1342,0,0,0,1342
MSD-2075,WH2,2026-07-14,1342,0,6,0,1336
MSD-2075,WH2,2026-07-15,1336,100,6,0,1430
MSD-2075,WH2,2026-07-16,1430,0,0,1,1431
MSD-2075,WH2,2026-07-17,1431,0,2,0,1429
MSD-2075,WH2,2026-07-18,1429,0,0,0,1429
MSD-2075,WH2,2026-07-19,1429,0,0,0,1429
MSD-2075,WH2,2026-07-20,1429,0,0,0,1429
MSD-2075,WH2,2026-07-21,1429,0,0,0,1429
MSD-2075,WH2,2026-07-22,1429,0,0,0,1429
MSD-2075,WH2,2026-07-23,1429,0,0,0,1429
MSD-2075,WH2,2026-07-24,1429,0,0,0,1429
MSD-2075,WH2,2026-07-25,1429,0,0,0,1429
MSD-2075,WH2,2026-07-26,1429,0,0,0,1429
MSD-2075,WH2,2026-07-27,1429,0,0,0,1429
MSD-2075,WH2,2026-07-28,1429,0,8,0,1421
MSD-2075,WH2,2026-07-29,1421,0,0,0,1421
MSD-2075,WH2,2026-07-30,1421,0,0,0,1421
MSD-2075,WH2,2026-07-31,1421,0,0,0,1421
MSD-2075,WH2,2026-08-01,1421,0,0,0,1421
MSD-2075,WH2,2026-08-02,1421,0,0,0,1421
MSD-2075,WH2,2026-08-03,1421,0,0,0,1421
MSD-2075,WH2,2026-08-04,1421,0,11,0,1410
MSD-2075,WH2,2026-08-05,1410,0,0,0,1410
MSD-2075,WH2,2026-08-06,1410,0,0,0,1410
MSD-2075,WH2,2026-08-07,1410,0,0,0,1410
MSD-2075,WH2,2026-08-08,1410,0,0,0,1410
MSD-2075,WH2,2026-08-09,1410,0,0,0,1410
MSD-2075,WH2,2026-08-10,1410,200,0,0,1610
MSD-2075,WH2,2026-08-11,1610,0,0,0,1610
MSD-2075,WH2,2026-08-12,1610,0,0,0,1610
MSD-2075,WH2,2026-08-13,1610,0,0,0,1610
MSD-2075,WH2,2026-08-14,1610,0,3,0,1607
MSD-2075,WH2,2026-08-15,1607,0,0,0,1607
MSD-2075,WH2,2026-08-16,1607,0,0,0,1607
MSD-2075,WH2,2026-08-17,1607,0,0,0,1607
MSD-2075,WH2,2026-08-18,1607,0,9,0,1598
MSD-2075,WH2,2026-08-19,1598,0,0,0,1598
MSD-2075,WH2,2026-08-20,1598,0,0,0,1598
MSD-2075,WH2,2026-08-21,1598,0,0,0,1598
MSD-2075,WH2,2026-08-22,1598,0,0,0,1598
MSD-2075,WH2,2026-08-23,1598,200,0,0,1798
MSD-2075,WH2,2026-08-24,1798,0,8,0,1790
MSD-2075,WH2,2026-08-25,1790,0,0,0,1790
MSD-2075,WH2,2026-08-26,1790,0,0,0,1790
MSD-2075,WH2,2026-08-27,1790,0,8,0,1782
MSD-2075,WH2,2026-08-28,1782,0,5,0,1777
MSD-2075,WH2,2026-08-29,1777,0,0,0,1777
MSD-2075,WH2,2026-08-30,1777,0,0,0,1777
MSD-2075,WH2,2026-08-31,1777,0,0,0,1777
MSD-2075,WH2,2026-09-01,1777,0,11,0,1766
MSD-2075,WH2,2026-09-02,1766,50,6,0,1810
MSD-2075,WH2,2026-09-03,1810,0,0,0,1810
MSD-2075,WH2,2026-09-04,1810,0,3,0,1807
MSD-2075,WH2,2026-09-05,1807,0,0,0,1807
MSD-2075,WH2,2026-09-06,1807,50,0,0,1857
MSD-2075,WH2,2026-09-07,1857,0,7,0,1850
MSD-2075,WH2,2026-09-08,1850,0,6,0,1844
MSD-2075,WH1,2026-03-13,1087,0,4,0,1083
MSD-2075,WH1,2026-03-14,1083,0,0,0,1083
MSD-2075,WH1,2026-03-15,1083,0,0,0,1083
MSD-2075,WH1,2026-03-16,1083,0,0,-6,1077
MSD-2075,WH1,2026-03-17,1077,0,4,0,1073
MSD-2075,WH1,2026-03-18,1073,0,0,0,1073
MSD-2075,WH1,2026-03-19,1073,0,0,0,1073
MSD-2075,WH1,2026-03-20,1073,0,1,0,1072
MSD-2075,WH1,2026-03-21,1072,0,0,0,1072
MSD-2075,WH1,2026-03-22,1072,0,0,0,1072
MSD-2075,WH1,2026-03-23,1072,0,0,0,1072
MSD-2075,WH1,2026-03-24,1072,0,3,0,1069
MSD-2075,WH1,2026-03-25,1069,0,0,0,1069
MSD-2075,WH1,2026-03-26,1069,0,0,0,1069
MSD-2075,WH1,2026-03-27,1069,0,0,0,1069
MSD-2075,WH1,2026-03-28,1069,0,0,0,1069
MSD-2075,WH1,2026-03-29,1069,0,0,0,1069
MSD-2075,WH1,2026-03-30,1069,0,6,0,1063
MSD-2075,WH1,2026-03-31,1063,0,4,0,1059
MSD-2075,WH1,2026-04-01,1059,0,4,0,1055
MSD-2075,WH1,2026-04-02,1055,0,0,0,1055
MSD-2075,WH1,2026-04-03,1055,0,0,0,1055
MSD-2075,WH1,2026-04-04,1055,0,0,0,1055
MSD-2075,WH1,2026-04-05,1055,0,0,0,1055
MSD-2075,WH1,2026-04-06,1055,0,0,0,1055
MSD-2075,WH1,2026-04-07,1055,0,3,0,1052
MSD-2075,WH1,2026-04-08,1052,0,0,0,1052
MSD-2075,WH1,2026-04-09,1052,0,3,0,1049
MSD-2075,WH1,2026-04-10,1049,0,0,0,1049
MSD-2075,WH1,2026-04-11,1049,0,0,0,1049
MSD-2075,WH1,2026-04-12,1049,0,0,0,1049
MSD-2075,WH1,2026-04-13,1049,0,0,0,1049
MSD-2075,WH1,2026-04-14,1049,0,5,0,1044
MSD-2075,WH1,2026-04-15,1044,0,0,0,1044
MSD-2075,WH1,2026-04-16,1044,0,0,0,1044
MSD-2075,WH1,2026-04-17,1044,0,3,0,1041
MSD-2075,WH1,2026-04-18,1041,0,0,0,1041
MSD-2075,WH1,2026-04-19,1041,0,0,0,1041
MSD-2075,WH1,2026-04-20,1041,0,0,0,1041
MSD-2075,WH1,2026-04-21,1041,0,0,0,1041
MSD-2075,WH1,2026-04-22,1041,0,0,0,1041
MSD-2075,WH1,2026-04-23,1041,0,5,0,1036
MSD-2075,WH1,2026-04-24,1036,0,0,0,1036
MSD-2075,WH1,2026-04-25,1036,0,0,0,1036
MSD-2075,WH1,2026-04-26,1036,0,0,0,1036
MSD-2075,WH1,2026-04-27,1036,0,0,0,1036
MSD-2075,WH1,2026-04-28,1036,0,0,0,1036
MSD-2075,WH1,2026-04-29,1036,0,0,0,1036
MSD-2075,WH1,2026-04-30,1036,0,0,0,1036
MSD-2075,WH1,2026-05-01,1036,0,5,0,1031
MSD-2075,WH1,2026-05-02,1031,0,0,0,1031
MSD-2075,WH1,2026-05-03,1031,0,0,0,1031
MSD-2075,WH1,2026-05-04,1031,0,0,0,1031
MSD-2075,WH1,2026-05-05,1031,0,0,0,1031
MSD-2075,WH1,2026-05-06,1031,0,2,0,1029
MSD-2075,WH1,2026-05-07,1029,0,5,0,1024
MSD-2075,WH1,2026-05-08,1024,200,0,0,1224
MSD-2075,WH1,2026-05-09,1224,0,0,0,1224
MSD-2075,WH1,2026-05-10,1224,0,0,0,1224
MSD-2075,WH1,2026-05-11,1224,0,0,0,1224
MSD-2075,WH1,2026-05-12,1224,0,0,0,1224
MSD-2075,WH1,2026-05-13,1224,0,0,0,1224
MSD-2075,WH1,2026-05-14,1224,0,5,0,1219
MSD-2075,WH1,2026-05-15,1219,0,4,0,1215
MSD-2075,WH1,2026-05-16,1215,0,0,0,1215
MSD-2075,WH1,2026-05-17,1215,0,0,0,1215
MSD-2075,WH1,2026-05-18,1215,0,0,0,1215
MSD-2075,WH1,2026-05-19,1215,0,0,0,1215
MSD-2075,WH1,2026-05-20,1215,0,0,0,1215
MSD-2075,WH1,2026-05-21,1215,0,5,0,1210
MSD-2075,WH1,2026-05-22,1210,0,0,0,1210
MSD-2075,WH1,2026-05-23,1210,0,0,0,1210
MSD-2075,WH1,2026-05-24,1210,0,0,0,1210
MSD-2075,WH1,2026-05-25,1210,0,0,0,1210
MSD-2075,WH1,2026-05-26,1210,0,1,0,1209
MSD-2075,WH1,2026-05-27,1209,0,5,0,1204
MSD-2075,WH1,2026-05-28,1204,0,0,0,1204
MSD-2075,WH1,2026-05-29,1204,0,2,0,1202
MSD-2075,WH1,2026-05-30,1202,0,0,0,1202
MSD-2075,WH1,2026-05-31,1202,0,0,0,1202
MSD-2075,WH1,2026-06-01,1202,0,6,0,1196
MSD-2075,WH1,2026-06-02,1196,0,0,0,1196
MSD-2075,WH1,2026-06-03,1196,0,0,0,1196
MSD-2075,WH1,2026-06-04,1196,0,0,0,1196
MSD-2075,WH1,2026-06-05,1196,0,2,-1,1193
MSD-2075,WH1,2026-06-06,1193,0,0,0,1193
MSD-2075,WH1,2026-06-07,1193,0,0,0,1193
MSD-2075,WH1,2026-06-08,1193,0,0,0,1193
MSD-2075,WH1,2026-06-09,1193,0,4,0,1189
MSD-2075,WH1,2026-06-10,1189,0,0,0,1189
MSD-2075,WH1,2026-06-11,1189,0,3,0,1186
MSD-2075,WH1,2026-06-12,1186,0,0,0,1186
MSD-2075,WH1,2026-06-13,1186,0,0,0,1186
MSD-2075,WH1,2026-06-14,1186,0,0,0,1186
MSD-2075,WH1,2026-06-15,1186,0,0,0,1186
MSD-2075,WH1,2026-06-16,1186,0,0,0,1186
MSD-2075,WH1,2026-06-17,1186,0,0,0,1186
MSD-2075,WH1,2026-06-18,1186,0,0,0,1186
MSD-2075,WH1,2026-06-19,1186,0,0,-2,1184
MSD-2075,WH1,2026-06-20,1184,0,0,0,1184
MSD-2075,WH1,2026-06-21,1184,0,0,0,1184
MSD-2075,WH1,2026-06-22,1184,0,0,0,1184
MSD-2075,WH1,2026-06-23,1184,0,0,0,1184
MSD-2075,WH1,2026-06-24,1184,0,4,0,1180
MSD-2075,WH1,2026-06-25,1180,0,3,0,1177
MSD-2075,WH1,2026-06-26,1177,0,3,0,1174
MSD-2075,WH1,2026-06-27,1174,0,0,0,1174
MSD-2075,WH1,2026-06-28,1174,0,0,0,1174
MSD-2075,WH1,2026-06-29,1174,0,0,0,1174
MSD-2075,WH1,2026-06-30,1174,0,2,0,1172
MSD-2075,WH1,2026-07-01,1172,0,0,0,1172
MSD-2075,WH1,2026-07-02,1172,0,2,0,1170
MSD-2075,WH1,2026-07-03,1170,0,0,0,1170
MSD-2075,WH1,2026-07-04,1170,0,0,0,1170
MSD-2075,WH1,2026-07-05,1170,0,0,0,1170
MSD-2075,WH1,2026-07-06,1170,50,0,0,1220
MSD-2075,WH1,2026-07-07,1220,0,3,0,1217
MSD-2075,WH1,2026-07-08,1217,0,1,0,1216
MSD-2075,WH1,2026-07-09,1216,0,0,0,1216
MSD-2075,WH1,2026-07-10,1216,0,3,0,1213
MSD-2075,WH1,2026-07-11,1213,0,0,0,1213
MSD-2075,WH1,2026-07-12,1213,0,0,0,1213
MSD-2075,WH1,2026-07-13,1213,0,0,0,1213
MSD-2075,WH1,2026-07-14,1213,50,0,0,1263
MSD-2075,WH1,2026-07-15,1263,0,0,0,1263
MSD-2075,WH1,2026-07-16,1263,0,0,0,1263
MSD-2075,WH1,2026-07-17,1263,0,0,0,1263
MSD-2075,WH1,2026-07-18,1263,100,0,0,1363
MSD-2075,WH1,2026-07-19,1363,0,0,0,1363
MSD-2075,WH1,2026-07-20,1363,0,2,0,1361
MSD-2075,WH1,2026-07-21,1361,0,7,0,1354
MSD-2075,WH1,2026-07-22,1354,0,0,0,1354
MSD-2075,WH1,2026-07-23,1354,0,0,0,1354
MSD-2075,WH1,2026-07-24,1354,0,1,0,1353
MSD-2075,WH1,2026-07-25,1353,0,0,0,1353
MSD-2075,WH1,2026-07-26,1353,0,0,0,1353
MSD-2075,WH1,2026-07-27,1353,0,2,0,1351
